hash,timestamp,datetime,buyer,gas_used,tx_fee_eth,total_price_eth,nft_collection,nft_token_id,nft_token_address,nft_type,seller
0xca3bb664467a4e4bab30db55575fd8b8c4b9e23da680e9a161013f5ee8e8c3d0,1742382395,2025-03-19 11:06:35,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,231881,0.000230632384350394,1e-18,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0x7aea64efaa7609e12a89682d25498c9ec55a1d9d4cae740c4dc21e9d3969c917,1739222111,2025-02-10 21:15:11,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,258986,0.000348990418879284,5e-15,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0xfc9fb79c74942991140064b3b7bf44501c36d3b1f6e076f36bea390bd9b153fe,1738137023,2025-01-29 07:50:23,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,249053,0.000437814972813064,3.6792e-14,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0xf339254cc73c3499a4a6b2e364f7f9c7db18593f8744eb67ed2aee1d022cd68f,1738091759,2025-01-28 19:15:59,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,244181,0.001616976966285387,3.9e-17,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0x7612f3bd5c46a9fbeadbf10d820428c2292b47d3db0b9038870d49cebb62cf49,1738067219,2025-01-28 12:26:59,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,239453,0.000718359,1.7075e-14,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0x0a9127b5f75a961533a420a9606452699877c36ce970da9a7eef520b73d1c333,1737981071,2025-01-27 12:31:11,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,258974,0.001812818,2.802e-14,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0xe252a9116b3b647cc64b0b8f39b6893fcba907b7c82e638c057284f656a000a3,1737786719,2025-01-25 06:31:59,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,239477,0.001109719250851778,7.2445e-14,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0x6ba7a22f20d2b65815ba9b9298ee9e401d772fe6f385c0769f8ed8fe8c1f67d3,1737582539,2025-01-22 21:48:59,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,244265,0.00210492303940051,3.12269e-13,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0x55666bf9d00d11e7282100f2afcd9f0ece3d59443deee4b9b9474fca09a0149b,1737569627,2025-01-22 18:13:47,0x0000000000d6A44FaCfBe05Faaee691aFaCC0f81,449583,0.005304382834532703,47.531970712172736,Unknown,0,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0x1a75daaca0f00f77e24c6dd3a267309b38121fc771ff6fccb3dd9e4fe800f419,1737535055,2025-01-22 08:37:35,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,259034,0.00217289118638755,1.070913e-12,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0x373830b23cf9d42bef6f2990b109dd39ab411e1777a90d769b57a7edff070505,1737534191,2025-01-22 08:23:11,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,244277,0.001910781301563046,3.99983e-13,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0x95a2bc0c67ed2ed60c5dbe16b8cf7e70f262b59e33d37ffbe0fde2ffef706ab4,1737520055,2025-01-22 04:27:35,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,239453,0.001793271789382791,1.5996e-14,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0x1f625d982315d084a34e1ff0c71fc12f58cf582cd3e039e9956d8083233cec6a,1737505427,2025-01-22 00:23:47,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,231965,0.00218655832898639,6e-13,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0xfd491ca0be222dc04537761e7dd3ae301669e004ea4eb207dcb083b2f8b6da75,1737505379,2025-01-22 00:22:59,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,249077,0.002617657997261755,6e-13,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0x04225d054197c7c2531cea09e86b398258246058dc58a1a74b1234271b6396e0,1737491123,2025-01-21 20:25:23,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,239477,0.003876540165338862,3.199801e-12,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0x7fc8f584507d8f0e0e52845259452d2902211427831f05e00fbbd284a4f0db9d,1737363395,2025-01-20 08:56:35,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,231929,0.006481674223972779,5.02e-16,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0x7d43e204d9d934c7e39af107f1c5962236100673c9ff763f59cfd99f0a7c52f7,1737287399,2025-01-19 11:49:59,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,249434,0.00982378434051145,1.590356e-12,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0xddea9b7770b8b37af06faa104058e7145e9f356a326aece9493fcc80a1465574,1737253715,2025-01-19 02:28:35,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,232310,0.00298781646111806,7.2695e-14,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0x3a989774cde9af3dacbd52a9482ff954a89b7e49cf73d93de3059d5ae8afcc6e,1737244535,2025-01-18 23:55:35,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,249041,0.008989525071519356,3e-14,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0xfa4df206177dd505e72fdde1235b7a7617942504ed6109f4b62bc264a6df2fc0,1737158315,2025-01-17 23:58:35,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,249077,0.001278218159771332,8.3335e-14,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0x281916f85773abb943a6d45ce1852cf5e3f6b51445e1b9174ac1db2a917194cf,1737152843,2025-01-17 22:27:23,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,239477,0.001814707333505864,1.14033e-13,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0xf01ceab78db254ef5c62d0579e1d3cf655b5729122ac8b09acbd99529851788b,1737129431,2025-01-17 15:57:11,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,249386,0.004112206298445806,3.4892e-14,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0xf638ddd030c1af8be9d4b2b9133c160c86255391852dd0d021ec0c88dd676253,1737091715,2025-01-17 05:28:35,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,239441,0.001267876351395661,4.0658e-14,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0x77c981162c617d9af3da842af49f975aa4b2e2b00855b1b29b43fa972ead4d4c,1737089015,2025-01-17 04:43:35,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,249101,0.001002067985053205,6.484675e-12,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0xc9675483f58b51d460e943521574ed865c4a75be7f98d837881de6c65969b349,1737080147,2025-01-17 02:15:47,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,232001,0.000944221221149514,1e-11,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0x6aa51c3b0c28e4de231ab16f0c5ccf6417b56683f2fd76d777c423851da46703,1737077903,2025-01-17 01:38:23,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,231977,0.001095183137596747,1e-12,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0x972b82203f2b8c747a3bdb0801fca0a84bc9826c4469e1bb568f3d010694dd72,1737077171,2025-01-17 01:26:11,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,249101,0.001236624428286914,5e-12,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0xe8488f884ec613ea6446794d2cc1c81d300c6805f90c4e4a4acf2c58d4c932e6,1737069803,2025-01-16 23:23:23,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,241006,0.001174841466249958,8.038129e-12,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0x0ca80e4b868e94745eaa1e8e3aed9c38d7f490cfacd92bbf8ec202c081516947,1737065123,2025-01-16 22:05:23,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,239453,0.001241023640936275,1.83e-14,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0x448bbcc190b919bb56ad68d45729ebcd4814ff9c9074e5457d1ee78380bf8b69,1737049247,2025-01-16 17:40:47,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,227081,0.002482071684850845,1e-17,Unknown,0,0x5281F798E15ef6ea44E64a702D8eDE0abC765F65,ERC20,0xdd76fbb9dc097d261506e1deafa44fbaad783960
0x299cf1ed178089b858adcb75c7eacc5a09be25afe02cd7e60aeec1364aa074a9,1746913307,2025-05-10 21:41:47,0x51bE03912500424a57f80B0e434Aa835372E6E3d,215555,0.00066164302498341,5e-10,HyperCycleLicense,1125968626352446,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0xacdd643f0e4235e7eb076a6b2efc7fe95e07ac1971bafaa3c57dae457d65d778,1746866843,2025-05-10 08:47:23,0xbf5dB8dE4B08EF99480C92a59199D3Dc31bd4183,215555,0.00119302356042464,9.5e-10,HyperCycleLicense,562984313176222,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0x406045cd388682eb429468ae1bcda67b030d43d09c7818ac6bf138a857c53298,1746843623,2025-05-10 02:20:23,0xa9fA5C755fA69Ac52903b31F7DE8396886a40A8c,215567,0.000225946477326086,1.8499999999999998e-09,HyperCycleLicense,281492156588106,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0x251b69d27262002bbff729366176a83f3189b8d115aebe2ab97309af1cfd8afc,1746825731,2025-05-09 21:22:11,0x10a2509030d4A6978359DC67Cd657F9Eb065E08a,215555,0.000475690075655935,5e-10,HyperCycleLicense,1125968626352416,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0xb979b48f1bc01ac8b1792d960d4f8bbd4a2e8ef92bb4203042628280f82967dc,1746645611,2025-05-07 19:20:11,0xbF74A83b4702A4826C4f70622248eeA61746126c,215567,0.000281426453629409,9.5e-10,HyperCycleLicense,562984313176220,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0x95ee0a59a3d6ad2550f860bfe71101b05ec61aaf50d8c816f777f90272b540b9,1746633023,2025-05-07 15:50:23,0x80575Dd339b4b700ad2683E8DcE0bDfAC77233b1,212767,0.000435307928104779,9.5e-10,HyperCycleLicense,562984313176211,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0xbd7d864bf22e1dfc88e940fd5c2534de68b6f44234043def50bdc1b30e34c21e,1746221123,2025-05-02 21:25:23,0x923a910611947b15Ca0F136843CDfc27cC4c9EaC,203255,0.000180499220819255,5e-10,HyperCycleLicense,1125968626352431,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0x98b0db6f42f6a92ab376f44386e574a1c3d79548e8f6ab4c6bce623429c2d3de,1745963891,2025-04-29 21:58:11,0x2CB5Ad3d25a1Bb57D7f6291843d39299899DfA39,215555,0.00011215972754557,1.4999999999999997e-10,HyperCycleLicense,4503874505296915,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0xb5c8ce4e54ae75ce5cd3f0401510d20ffd52f6139b82dad2324807a3cb7cde88,1745886779,2025-04-29 00:32:59,0x228ba9CD874A2A4D76C3Da7b81549a39D7FF79FA,215567,0.000195148897732558,2.5e-10,HyperCycleLicense,2251937252704834,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0xcafdd93c0f1ea13a59b057cd955f3f70efbb61a3adc73f297df8faca154c1a7f,1745766563,2025-04-27 15:09:23,0xa9fA5C755fA69Ac52903b31F7DE8396886a40A8c,215519,0.000207507669757389,4.75e-10,HyperCycleLicense,1125968626352430,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0xdc7bb29ba7a70f1b443d581c20df50cd2c758e53b06a257ee6e27e484e4c1ed1,1745445503,2025-04-23 21:58:23,0xa9fA5C755fA69Ac52903b31F7DE8396886a40A8c,215555,0.000216121854252365,9.5e-10,HyperCycleLicense,562984313176210,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0xa26ca78d69a955a98b62b0b9f5a1d9d5c5e0aeefe9a8b3a35b3a59f445ddd001,1745331119,2025-04-22 14:11:59,0x0C7370B2eeE6714B77f00A9431B9C5701F140fF9,215555,0.00183176654643781,2.4500000000000003e-10,HyperCycleLicense,2251937252705018,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0xdbb411108a6ccf1c987f34b919220593813ba7276450ca8fd1d6ae8aa7b95e18,1745328287,2025-04-22 13:24:47,0xBAF0889f7634ec0b5AC118a8a3FCade496317cA3,215567,0.001269034989020689,9.249999999999999e-10,HyperCycleLicense,562984313176209,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0xb6b32ae38dd098b623e27872ace9c00a2e20c2f72504ddd365decccd20571f83,1745243063,2025-04-21 13:44:23,0x67B64a79A1865Fc8264f6b49b29291e3Ea779C40,203279,0.000236607109801613,6.8749999999999995e-09,HyperCycleLicense,70373039147025,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0x78e5d122123e417aeff9c4b7dc414770bc445f335ecfbaaaf0377f13296e8d29,1745168687,2025-04-20 17:04:47,0x67B64a79A1865Fc8264f6b49b29291e3Ea779C40,215579,0.000209215489925988,3.4500000000000003e-09,HyperCycleLicense,140746078294062,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0x5a42cd8f49246d367515749ea3b7a25e4bb10f03ea0577d4aec6e054d8bc3204,1745113991,2025-04-20 01:53:11,0x78Ab96f92858D59A946D0B442Fb97d88833e1442,212755,0.000174840130375925,3.35e-09,HyperCycleLicense,140746078294054,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0xce06f100a4e4b5f3f5ab4d27c57a98596fcdebbf01275202c031f7212b8cf234,1745063519,2025-04-19 11:51:59,0xF014B40ef9976e97405EA3Bbf66009D6018EeF3B,203255,0.00017122044937556,9.5e-10,HyperCycleLicense,562984313176221,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0xedc93d209b4a6a932a3805325d5652656cdb9c80e88b1075e99f378cd6322f90,1745046335,2025-04-19 07:05:35,0xEdAa2e9Cd5459cF604Fad73a8d77d5BA986416a5,215543,8.2240303186372e-05,9.249999999999999e-10,HyperCycleLicense,562984313176214,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0x4a00fcdc736e3a58b79e5ca66fea56ae6782ad24f44a959c9c67ea3f5c81b512,1744989251,2025-04-18 15:14:11,0x2CB5Ad3d25a1Bb57D7f6291843d39299899DfA39,215555,0.00012779714303396,1.4e-10,HyperCycleLicense,4503874505411803,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0x382a0e04dbc6802da10fac0cc76db9422b8127fcb3450f93d95bbf1c3df3ac67,1744851479,2025-04-17 00:57:59,0xA17CC9878bFaD3D3f7f511E9b97B8359b2777068,215591,0.000183167269814533,6.8749999999999995e-09,HyperCycleLicense,70373039147024,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0xa0abfe2e07f939f129ca36130e2762a4595b4e7acb6b48c388d41ed57fb055b5,1744815335,2025-04-16 14:55:35,0x64EdeBc9cFae0e5D9711e9381CEeA01F59b50841,215567,0.000491220875258982,9.5e-10,HyperCycleLicense,562984313176713,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0x33b0cda8f9aaf74ea28033a753ca489640ad3c762d87a11a571d303a2695fdcd,1744768511,2025-04-16 01:55:11,0x61e80237BF3EeC19B746DA48E98d735Ae4629cEF,215543,0.000186204211088384,4.75e-10,HyperCycleLicense,1125968626352508,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0x2c76b59acc10531f6067dab90edc8fc60804f61c1648e794fb39fd5e33cd2b95,1744755923,2025-04-15 22:25:23,0xaD9D94DaA80A130593Ee161ad1656EF57661c80E,215591,0.000185108933240009,6.85e-09,HyperCycleLicense,70373039147030,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0x7fa9f97560c69857d62557736f200b93324618562a0d23cb494c32aa151779ea,1744754411,2025-04-15 22:00:11,0x2CB5Ad3d25a1Bb57D7f6291843d39299899DfA39,215567,9.9580940897537e-05,2.5e-10,HyperCycleLicense,2251937252705019,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0x4668a6f3f8faabe66fddeef3001c6703a36c9683ed9adfbac36e4fd45e343b0a,1744671851,2025-04-14 23:04:11,0xb7131B4158E597C6adD4cc40D3aE850EE20a8941,205273,0.000185579972168784,1.825e-09,HyperCycleLicense,281492156588126,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0xacd95d4dda3b955fc70d39b6af74d071a9f7c38f17ed3ed2a610431df4febc7c,1744668227,2025-04-14 22:03:47,0x20666AcAE72A00E7D03D0113c8392eF7c91CC91f,215567,0.000192708789662862,2.5499999999999995e-10,HyperCycleLicense,2251937252705022,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0x733af33709452e657dfdb73d1fab258394ab4f17616cb86a5a10ec8a47301b0a,1744637867,2025-04-14 13:37:47,0xb95B3D10592E9685687183D521b879F5f4d061B6,215531,0.000964569723122641,4.85e-10,HyperCycleLicense,1125968626352510,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0xdfcfbad9a4e9c589b47e06bc88b81c5b2cff1689b999562ea95840fab92f273f,1744606151,2025-04-14 04:49:11,0x3c43675D2E26EAcB47363a4Cd9a2F3B4Ca892e13,215555,0.000200755965206385,2.9499999999999996e-10,HyperCycleLicense,2251937252690723,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0x74a0d91d6a1162867e984f4ad9ce9c91ec22d40617b4d78d5e526a7858dd7f63,1744569035,2025-04-13 18:30:35,0x2Ae9F5AA8DAfB6F69454c023CD88da6E78293BDf,215579,0.000220089875455814,4.1999999999999996e-09,HyperCycleLicense,140746078291056,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
0x55568225671d721bca7f621b9418e5907ff934fdebf551451b8633f140b86b7f,1744509623,2025-04-13 02:00:23,0x2Ae9F5AA8DAfB6F69454c023CD88da6E78293BDf,215555,0.0002179484451202,3.5000000000000003e-10,HyperCycleLicense,2251937252693939,0xd32CB5f76989A27782e44c5297AAba728Ad61669,ERC721,0xe9640f514c8fefa285895a42d2696f1739923db6
